complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
50250,4,4,13968,1452,4086,48547566,1
50250,4,4,13968,1452,4086,48547566,2
50250,4,4,13968,1452,4086,48547566,3
50250,4,4,13968,1452,4086,48547566,4
50250,4,4,13968,1452,4086,48547566,5
50250,4,4,13968,1452,4086,48547566,6
50250,4,4,13968,1452,4086,48547566,7
50250,4,4,13968,1452,4086,48547566,8
50250,4,4,13968,1452,4086,48547566,9
50250,4,4,13968,1452,4086,48547566,10
50250,4,4,13968,1452,4086,48547566,11
50250,4,4,13968,1452,4086,48547566,12
50250,4,4,13968,1452,4086,48547566,13
50250,4,4,13968,1452,4086,48547566,14
50250,4,4,13968,1452,4086,48547566,15
50250,4,4,13968,1452,4086,48547566,16
50250,4,4,13968,1452,4086,48547566,17
50250,4,4,13968,1452,4086,48547566,18
50250,4,4,13968,1452,4086,48547566,19
50250,4,4,13968,1452,4086,48547566,20
50250,4,4,13968,1452,4086,48547566,21
50250,4,4,13968,1452,4086,48547566,22
50250,4,4,13968,1452,4086,48547566,23
50250,4,4,13968,1452,4086,48547566,24
50250,4,4,13968,1452,4086,48547566,25
50250,4,4,13968,1452,4086,48547566,26
50250,4,4,13968,1452,4086,48547566,27
50250,4,4,13968,1452,4086,48547566,28
50250,4,4,13968,1452,4086,48547566,29
50250,4,4,13968,1452,4086,48547566,30
50250,4,4,13968,1452,4086,48547566,31
50250,4,4,13968,1452,4086,48547566,32
50250,4,4,13968,1452,4086,48547566,33
50250,4,4,13968,1452,4086,48547566,34
50250,4,4,13968,1452,4086,48547566,35
50250,4,4,13968,1452,4086,48547566,36
50250,4,4,13968,1452,4086,48547566,37
50250,4,4,13968,1452,4086,48547566,38
50250,4,4,13968,1452,4086,48547566,39
50250,4,4,13968,1452,4086,48547566,40
